vhu,source,destination,started_at,completed_at
357020141242817557,6-12-01-12-998-01,6-12-01-12-998-01,15.03.2021 16:32:34,15.03.2021 16:32:34
357020141240854356,6-12-01-24-027-70,6-12-01-24-999-01,15.03.2021 16:32:36,15.03.2021 16:33:17
357020141242861260,6-12-01-12-998-01,6-12-01-12-998-01,15.03.2021 16:32:36,15.03.2021 16:32:36
357020141243111807,6-12-03-02-997-01,6-13-01-03-998-01,15.03.2021 16:32:37,15.03.2021 16:34:02
357020141242858031,6-12-01-12-998-01,6-12-01-12-998-01,15.03.2021 16:32:37,15.03.2021 16:32:37
357020141242860966,6-12-01-12-998-01,6-12-01-12-998-01,15.03.2021 16:32:40,15.03.2021 16:32:40
357020141241063313,6-12-01-12-998-01,6-12-01-12-998-01,15.03.2021 16:32:42,15.03.2021 16:32:42
357020141236549914,6-13-01-15-037-20,6-13-01-14-013-10,15.03.2021 16:32:58,15.03.2021 16:35:18
357020141243107978,6-12-03-04-921-01,6-12-80-90-045-01,15.03.2021 16:33:09,15.03.2021 16:33:10
357020141243105738,6-12-03-04-921-01,6-12-80-90-045-01,15.03.2021 16:33:13,15.03.2021 16:33:14
357020141243108968,6-12-01-21-999-01,6-12-01-21-999-01,15.03.2021 16:33:14,15.03.2021 16:33:17
357020141242817588,6-12-01-11-999-01,6-12-01-11-999-01,15.03.2021 16:33:14,15.03.2021 16:33:16
357020141242774683,6-12-01-11-999-01,6-12-01-11-999-01,15.03.2021 16:33:17,15.03.2021 16:33:17
357020141236493989,6-12-01-14-042-23,6-12-01-14-022-10,15.03.2021 16:33:19,15.03.2021 16:34:01
357020141242772191,6-12-01-11-999-01,6-12-01-11-999-01,15.03.2021 16:33:19,15.03.2021 16:33:19
357020141242771439,6-12-01-11-999-01,6-12-01-11-999-01,15.03.2021 16:33:20,15.03.2021 16:33:20
357020141242817526,6-12-01-11-999-01,6-12-01-11-999-01,15.03.2021 16:33:23,15.03.2021 16:33:23
357020141243112422,6-02-01-10-022-40,6-02-01-10-999-01,15.03.2021 16:33:25,15.03.2021 16:33:55
357020141242817700,6-12-01-11-999-01,6-12-01-11-999-01,15.03.2021 16:33:27,15.03.2021 16:33:27
357020141242919190,6-12-01-11-999-01,6-12-01-11-999-01,15.03.2021 16:33:28,15.03.2021 16:33:28
357020141243104793,SPE_13,6-13-05-01-001-01,15.03.2021 16:33:35,15.03.2021 16:36:01
357020141239844573,6-12-01-10-999-01,6-12-01-10-999-01,15.03.2021 16:33:35,15.03.2021 16:33:38
357020141243111814,6-12-03-04-921-01,6-12-80-90-045-01,15.03.2021 16:33:41,15.03.2021 16:34:06
357020141243071422,6-12-01-09-998-01,6-12-01-09-998-01,15.03.2021 16:33:41,15.03.2021 16:33:43
357020141243096395,6-12-01-09-998-01,6-12-01-09-998-01,15.03.2021 16:33:44,15.03.2021 16:33:46
357020141243062482,6-12-01-08-999-01,6-12-01-08-999-01,15.03.2021 16:33:47,15.03.2021 16:33:49
357020141243011626,6-12-01-08-999-01,6-12-01-08-999-01,15.03.2021 16:33:51,15.03.2021 16:33:52
357020141243101495,SPE_07,6-12-01-07-998-01,15.03.2021 16:33:55,15.03.2021 16:34:00
357020141243107589,6-12-01-07-998-01,6-12-01-07-998-01,15.03.2021 16:33:55,15.03.2021 16:34:00
357020141243104984,6-12-08-01-888-01,6-12-01-17-999-01,15.03.2021 16:33:56,15.03.2021 16:34:00
357020141243101549,6-13-08-01-888-01,6-13-01-05-049-10,15.03.2021 16:33:58,15.03.2021 16:33:59
357020141240733156,6-12-01-24-023-70,6-12-01-24-999-01,15.03.2021 16:34:02,15.03.2021 16:34:41
357020141243100627,6-13-08-01-888-01,6-13-01-05-054-10,15.03.2021 16:34:09,15.03.2021 16:34:10
357020141243110473,6-12-03-04-921-01,6-12-80-90-045-01,15.03.2021 16:34:10,15.03.2021 16:34:11
357020141242997969,6-12-01-06-998-01,6-12-01-06-998-01,15.03.2021 16:34:14,15.03.2021 16:35:20
357020141243100092,6-13-08-01-888-01,6-13-01-05-046-10,15.03.2021 16:34:19,15.03.2021 16:34:20
357020141243103437,6-13-08-01-888-01,6-13-04-13-023-05,15.03.2021 16:34:25,15.03.2021 16:34:50
357020141243093660,6-02-20-01-074-01,6-12-01-03-998-01,15.03.2021 16:34:30,15.03.2021 16:36:39
357020141238421775,6-13-01-02-022-50,6-13-01-02-888-01,15.03.2021 16:34:30,15.03.2021 16:35:17
357020141243112842,6-02-01-10-034-50,6-02-01-10-999-01,15.03.2021 16:34:41,15.03.2021 16:35:14
357020141243097231,6-13-03-02-071-01,6-12-01-16-998-01,15.03.2021 16:34:47,15.03.2021 16:44:19
357020141243105509,6-13-08-01-888-01,6-13-01-06-060-10,15.03.2021 16:34:59,15.03.2021 16:35:45
357020141240640294,6-12-01-16-026-60,6-12-01-16-998-01,15.03.2021 16:35:01,15.03.2021 16:35:35
357020141243097446,6-02-20-01-074-01,6-12-01-03-998-01,15.03.2021 16:35:01,15.03.2021 16:36:36
357020141243106025,6-12-01-15-999-01,6-12-01-17-998-01,15.03.2021 16:35:14,15.03.2021 16:37:24
357020141243087461,6-12-01-06-998-01,6-12-01-06-998-01,15.03.2021 16:35:21,15.03.2021 16:35:23
357020141240854394,6-12-01-24-021-70,6-12-01-24-999-01,15.03.2021 16:35:28,15.03.2021 16:36:10
357020141243078599,6-12-01-04-999-01,6-12-01-04-999-01,15.03.2021 16:35:28,15.03.2021 16:35:29
357020141242994456,6-12-01-04-999-01,6-12-01-04-999-01,15.03.2021 16:35:31,15.03.2021 16:35:33
357020141238989589,6-12-01-03-999-01,6-12-01-03-999-01,15.03.2021 16:35:35,15.03.2021 16:35:37
357020141235313196,6-12-01-02-999-01,6-12-01-02-999-01,15.03.2021 16:35:38,15.03.2021 16:35:42
357020141238585484,6-13-01-03-020-40,6-13-01-03-888-01,15.03.2021 16:35:39,15.03.2021 16:36:05
357020141243079510,6-12-01-02-999-01,6-12-01-02-999-01,15.03.2021 16:35:44,15.03.2021 16:35:46
357020141243079541,6-12-01-02-999-01,6-12-01-02-999-01,15.03.2021 16:35:47,15.03.2021 16:35:49
357020141243104748,6-13-08-01-888-01,6-12-04-12-064-03,15.03.2021 16:35:50,15.03.2021 16:36:40
357020141243084194,6-12-01-02-999-01,6-12-01-02-999-01,15.03.2021 16:35:51,15.03.2021 16:35:53
357020141243081575,6-12-01-02-999-01,6-12-01-02-999-01,15.03.2021 16:35:54,15.03.2021 16:35:57
357020141240013975,6-12-01-02-999-01,6-12-01-02-998-01,15.03.2021 16:36:01,15.03.2021 16:36:03
357020141243112538,6-13-03-01-998-01,6-12-20-02-075-01,15.03.2021 16:36:12,15.03.2021 16:36:14
357020141243112323,6-13-03-01-998-01,6-12-20-02-075-01,15.03.2021 16:36:17,15.03.2021 16:36:19
357020141240013975,6-12-01-02-998-01,LPE_13,15.03.2021 16:36:18,15.03.2021 16:36:26
357020141243089694,6-12-01-01-998-01,6-12-01-01-998-01,15.03.2021 16:36:22,15.03.2021 16:36:23
357020141243090577,6-12-01-01-998-01,6-12-01-01-998-01,15.03.2021 16:36:27,15.03.2021 16:36:31
357020141240995905,6-12-01-01-999-01,LPE_13,15.03.2021 16:36:29,15.03.2021 16:36:32
357020141240331666,6-12-01-18-056-50,6-12-01-18-998-01,15.03.2021 16:36:36,15.03.2021 16:37:11
357020141239702507,6-13-01-20-999-01,SPE_34,15.03.2021 16:36:37,15.03.2021 16:37:04
357020141243113672,6-02-01-09-042-70,6-02-01-09-999-01,15.03.2021 16:36:37,15.03.2021 16:37:17
357020141224989784,6-12-33-01-999-01,6-12-33-01-999-01,15.03.2021 16:36:39,15.03.2021 16:36:41
357020141241089986,6-12-33-01-999-01,6-12-33-01-999-01,15.03.2021 16:36:42,15.03.2021 16:36:44
357020141243112323,6-12-20-02-075-01,6-12-20-02-075-01,15.03.2021 16:36:46,15.03.2021 16:36:48
357020141243102836,6-13-08-01-888-01,6-12-04-12-039-02,15.03.2021 16:36:47,15.03.2021 16:37:19
357020141243060013,6-12-33-03-999-01,6-12-33-03-999-01,15.03.2021 16:36:50,15.03.2021 16:36:51
357020141243099655,6-12-03-04-921-01,6-12-80-90-045-01,15.03.2021 16:36:59,15.03.2021 16:37:00
357020141243113108,6-12-03-04-920-01,6-12-80-90-043-01,15.03.2021 16:37:00,15.03.2021 16:37:05
357020141243104472,6-02-03-02-924-01,6-02-80-90-007-01,15.03.2021 16:37:01,15.03.2021 16:37:04
357020141243098221,6-12-03-04-921-01,6-12-80-90-045-01,15.03.2021 16:37:01,15.03.2021 16:37:03
357020141243092755,6-12-08-02-888-01,6-12-08-02-888-01,15.03.2021 16:37:04,15.03.2021 16:37:06
357020141240583096,6-13-01-20-999-01,6-13-88-03-999-01,15.03.2021 16:37:08,15.03.2021 16:37:35
357020141243095497,6-12-08-02-888-01,6-12-08-02-888-01,15.03.2021 16:37:08,15.03.2021 16:37:11
357020141243109095,6-02-03-02-924-01,6-02-80-90-007-01,15.03.2021 16:37:09,15.03.2021 16:37:09
357020141243112316,6-12-03-04-920-01,6-12-80-90-043-01,15.03.2021 16:37:10,15.03.2021 16:37:11
357020141243092755,6-12-08-02-888-01,6-12-08-02-888-01,15.03.2021 16:37:15,15.03.2021 16:37:17
357020141243095497,6-12-08-02-888-01,6-12-08-02-888-01,15.03.2021 16:37:18,15.03.2021 16:37:20
357020141243102515,6-13-08-01-888-01,6-12-04-09-081-11,15.03.2021 16:37:24,15.03.2021 16:38:02
357020141239947595,6-12-01-29-027-50,6-12-01-29-999-01,15.03.2021 16:37:25,15.03.2021 16:37:55
357020141243104465,6-02-20-01-074-01,6-12-01-01-998-01,15.03.2021 16:37:28,15.03.2021 16:39:05
357020141243093868,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:37:30,15.03.2021 16:37:33
357020141243105981,6-02-20-01-074-01,6-12-01-01-998-01,15.03.2021 16:37:36,15.03.2021 16:38:59
357020141243091901,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:37:37,15.03.2021 16:37:39
357020141243089953,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:37:40,15.03.2021 16:37:41
357020141243090683,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:37:42,15.03.2021 16:37:42
357020141237926547,6-13-01-03-036-20,6-13-01-03-888-01,15.03.2021 16:37:43,15.03.2021 16:38:08
357020141243092922,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:37:45,15.03.2021 16:37:45
357020141243046888,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:37:46,15.03.2021 16:37:46
357020141240675104,6-13-01-15-013-40,6-13-01-15-999-01,15.03.2021 16:37:49,15.03.2021 16:38:24
357020141243060464,6-02-01-09-999-01,6-02-01-09-027-60,15.03.2021 16:37:49,15.03.2021 16:38:37
357020141243079664,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:37:50,15.03.2021 16:37:50
357020141243107930,6-12-20-03-231-01,6-12-44-40-004-01,15.03.2021 16:37:51,15.03.2021 16:39:18
357020141243093264,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:37:52,15.03.2021 16:37:52
357020141243100740,6-12-03-04-908-01,6-12-80-90-037-01,15.03.2021 16:37:53,15.03.2021 16:39:27
357020141243089953,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:37:54,15.03.2021 16:37:54
357020141243070326,6-13-01-20-999-01,6-13-01-20-999-01,15.03.2021 16:38:00,15.03.2021 16:38:04
357020141243089243,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:38:00,15.03.2021 16:38:00
357020141243070326,6-13-01-20-999-01,6-13-01-20-999-01,15.03.2021 16:38:00,15.03.2021 16:38:04
357020141242771859,6-13-01-04-013-40,6-13-01-04-889-01,15.03.2021 16:38:01,15.03.2021 16:38:56
357020141243079596,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:38:03,15.03.2021 16:38:03
357020141243104328,6-13-08-01-888-01,6-12-04-09-069-11,15.03.2021 16:38:05,15.03.2021 16:38:13
357020141243111210,6-12-03-04-920-01,6-12-80-90-043-01,15.03.2021 16:38:08,15.03.2021 16:38:14
357020141201364696,6-13-01-20-999-01,6-13-01-20-999-01,15.03.2021 16:38:10,15.03.2021 16:38:23
357020141243105363,6-13-20-02-021-01,6-13-77-18-999-01,15.03.2021 16:38:12,15.03.2021 16:40:58
357020141243110152,6-12-03-04-920-01,6-12-80-90-043-01,15.03.2021 16:38:17,15.03.2021 16:38:19
357020141233144235,6-12-01-20-998-01,6-12-01-20-020-10,15.03.2021 16:38:22,15.03.2021 16:38:56
357020141240995905,LPE_13,6-12-03-80-041-01,15.03.2021 16:38:29,15.03.2021 16:38:32
357020141240013975,LPE_13,6-12-03-80-041-01,15.03.2021 16:38:33,15.03.2021 16:38:35
357020141243098375,6-12-08-02-888-01,6-12-04-08-073-10,15.03.2021 16:38:41,15.03.2021 16:39:45
357020141243114235,6-13-03-02-999-01,6-13-01-15-999-01,15.03.2021 16:38:54,15.03.2021 16:39:01
357020141243092748,6-02-01-09-999-01,6-02-01-09-017-60,15.03.2021 16:38:58,15.03.2021 16:39:44
357020141240123858,6-12-01-30-053-40,6-12-01-30-999-01,15.03.2021 16:39:00,15.03.2021 16:39:33
357020141242794575,6-13-01-05-037-10,6-13-01-05-999-01,15.03.2021 16:39:04,15.03.2021 16:39:28
357020141237141988,6-12-01-20-036-30,6-12-01-20-998-01,15.03.2021 16:39:07,15.03.2021 16:39:34
357020141243114235,6-13-01-15-999-01,6-13-01-15-019-60,15.03.2021 16:39:20,15.03.2021 16:40:10
357020141243104281,6-12-03-04-908-01,6-12-80-90-037-01,15.03.2021 16:39:30,15.03.2021 16:39:31
357020141243111234,6-02-20-01-012-01,6-02-22-20-026-01,15.03.2021 16:39:52,15.03.2021 16:41:35
357020141243108647,6-12-20-03-231-01,6-12-44-40-006-01,15.03.2021 16:39:55,15.03.2021 16:47:19
357020141243110251,6-12-20-03-232-01,6-12-33-37-999-01,15.03.2021 16:39:59,15.03.2021 16:41:31
357020141240608089,6-13-01-06-057-23,6-13-01-06-999-01,15.03.2021 16:40:08,15.03.2021 16:40:40
357020141243101563,6-13-20-02-022-01,6-13-77-21-999-01,15.03.2021 16:40:20,15.03.2021 16:41:30
357020141237483682,6-12-01-21-025-20,6-12-01-22-998-01,15.03.2021 16:40:25,15.03.2021 16:41:28
357020141243115645,SPE_40,SPE_40,15.03.2021 16:40:26,15.03.2021 16:40:29
357020141239279443,6-13-01-07-036-50,6-13-01-07-888-01,15.03.2021 16:40:28,15.03.2021 16:40:56
357020141243095497,6-12-08-02-888-01,6-12-04-08-065-11,15.03.2021 16:40:35,15.03.2021 16:42:03
357020141241272357,6-12-01-30-026-30,6-12-01-30-998-01,15.03.2021 16:40:40,15.03.2021 16:41:08
357020141235313196,6-12-01-02-999-01,LPE_13,15.03.2021 16:40:47,15.03.2021 16:40:51
357020141239702507,SPE_34,6-12-20-02-075-01,15.03.2021 16:40:52,15.03.2021 16:42:02
357020141243115645,SPE_40,6-02-01-14-999-01,15.03.2021 16:40:53,15.03.2021 16:42:54
357020141242386633,6-13-01-16-046-21,6-13-01-16-888-01,15.03.2021 16:41:00,15.03.2021 16:41:26
357020141243106506,6-13-20-02-021-01,6-13-77-17-999-01,15.03.2021 16:41:00,15.03.2021 16:41:27
357020141239543391,6-02-01-15-999-01,6-02-01-15-028-20,15.03.2021 16:41:03,15.03.2021 16:41:52
357020141243114907,6-02-03-02-924-01,6-02-80-90-007-01,15.03.2021 16:41:20,15.03.2021 16:41:20
357020141243091826,6-02-03-02-924-01,6-02-80-90-007-01,15.03.2021 16:41:22,15.03.2021 16:41:22
357020141238073981,6-13-01-07-044-20,6-13-01-07-888-01,15.03.2021 16:41:30,15.03.2021 16:41:57
357020141239844573,6-12-01-10-999-01,LPE_13,15.03.2021 16:41:39,15.03.2021 16:41:43
357020141235313196,LPE_13,LPE_13,15.03.2021 16:41:45,15.03.2021 16:41:58
357020141240123841,6-12-01-30-050-50,6-12-01-30-998-01,15.03.2021 16:41:48,15.03.2021 16:42:23
357020141237440517,6-12-01-22-020-50,6-12-01-22-999-01,15.03.2021 16:42:01,15.03.2021 16:42:35
357020141239235357,6-13-01-13-033-30,6-13-01-13-998-01,15.03.2021 16:42:03,15.03.2021 16:42:37
357020141243092755,6-12-08-02-888-01,6-12-04-08-057-11,15.03.2021 16:42:18,15.03.2021 16:42:21
357020141240723782,6-13-01-17-046-22,6-13-01-17-998-01,15.03.2021 16:42:22,15.03.2021 16:42:49
357020141243103109,6-02-03-05-085-01,6-02-01-14-999-01,15.03.2021 16:42:56,15.03.2021 16:42:59
357020141240142606,6-13-01-13-040-50,6-13-01-13-998-01,15.03.2021 16:43:16,15.03.2021 16:43:55
357020141241009595,6-12-01-33-031-50,6-12-01-33-889-01,15.03.2021 16:43:25,15.03.2021 16:43:55
357020141241196813,6-12-01-22-055-60,6-12-01-22-999-01,15.03.2021 16:43:25,15.03.2021 16:43:56
357020141243105677,6-02-08-02-888-01,6-02-01-17-888-01,15.03.2021 16:43:30,15.03.2021 16:44:30
357020141243116550,6-12-03-02-999-01,6-13-01-15-998-01,15.03.2021 16:43:32,15.03.2021 16:47:07
357020141243109583,6-13-20-02-021-01,SPE_07,15.03.2021 16:43:34,15.03.2021 16:43:36
357020141243109439,6-13-20-02-022-01,SPE_07,15.03.2021 16:43:37,15.03.2021 16:44:03
357020141243115645,6-02-01-14-999-01,6-02-01-15-028-60,15.03.2021 16:43:48,15.03.2021 16:44:44
357020141243079664,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:44:03,15.03.2021 16:44:17
357020141243079664,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:44:03,15.03.2021 16:44:17
357020141243109583,SPE_07,U_CZSIMKAN,15.03.2021 16:44:05,15.03.2021 16:47:13
357020141243093264,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:44:19,15.03.2021 16:44:31
357020141243093363,6-13-03-02-072-01,6-12-20-02-075-01,15.03.2021 16:44:21,15.03.2021 16:46:10
357020141243117359,6-13-03-01-999-01,6-13-01-03-999-01,15.03.2021 16:44:22,15.03.2021 16:46:10
357020141243046888,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:44:34,15.03.2021 16:44:46
357020141243089953,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:44:49,15.03.2021 16:45:11
357020141239915945,6-12-01-23-035-10,6-12-01-23-999-01,15.03.2021 16:44:59,15.03.2021 16:45:26
357020141243079596,6-12-20-03-999-01,6-12-20-03-999-01,15.03.2021 16:45:13,15.03.2021 16:45:37
357020141243111623,6-02-03-05-918-01,6-02-80-90-008-01,15.03.2021 16:45:21,15.03.2021 16:45:22
357020141243116185,6-02-03-05-918-01,6-02-80-90-008-01,15.03.2021 16:45:26,15.03.2021 16:45:28
357020141243103185,6-13-08-03-888-01,6-13-88-80-028-01,15.03.2021 16:45:48,15.03.2021 16:47:32
357020141243117182,6-13-03-01-999-01,6-13-01-03-999-01,15.03.2021 16:46:11,15.03.2021 16:46:14
357020141243092786,6-12-01-23-998-01,6-12-01-23-022-50,15.03.2021 16:46:16,15.03.2021 16:46:54
357020141243110176,6-02-03-05-085-01,6-02-01-15-046-40,15.03.2021 16:46:53,15.03.2021 16:48:27
357020141243061232,6-13-01-27-998-01,6-13-01-27-034-20,15.03.2021 16:47:02,15.03.2021 16:48:04
357020141243116543,6-12-03-02-999-01,6-13-01-15-998-01,15.03.2021 16:47:09,15.03.2021 16:47:11
357020141243091093,6-12-01-23-998-01,6-12-01-23-014-50,15.03.2021 16:47:11,15.03.2021 16:47:54
357020141243109439,SPE_07,6-13-88-01-999-01,15.03.2021 16:47:19,15.03.2021 16:47:22
357020141241653750,6-12-01-02-038-70,6-12-01-02-999-01,15.03.2021 16:47:50,15.03.2021 16:48:27
357020141243104274,6-02-03-02-915-01,6-02-80-90-007-01,15.03.2021 16:48:06,15.03.2021 16:48:47
357020141243113511,6-12-20-03-232-01,6-12-44-33-999-01,15.03.2021 16:48:06,15.03.2021 16:50:09
357020141243090416,6-12-01-23-998-01,6-12-01-23-034-20,15.03.2021 16:48:08,15.03.2021 16:48:45
357020141239844573,LPE_13,6-12-03-80-041-01,15.03.2021 16:48:16,15.03.2021 16:48:18
357020141235313196,LPE_13,6-12-03-80-041-01,15.03.2021 16:48:21,15.03.2021 16:48:23
357020141243114631,6-12-20-03-232-01,6-12-44-33-999-01,15.03.2021 16:48:29,15.03.2021 16:50:06
357020141242794575,6-13-01-05-999-01,6-13-05-01-001-01,15.03.2021 16:48:40,15.03.2021 16:50:28
357020141243100795,6-02-03-02-915-01,6-02-80-90-007-01,15.03.2021 16:48:49,15.03.2021 16:48:51
357020141243024831,6-12-08-01-888-01,6-12-01-33-056-21,15.03.2021 16:48:52,15.03.2021 16:50:05
357020141243092915,6-12-01-23-998-01,6-12-01-23-032-20,15.03.2021 16:49:04,15.03.2021 16:49:42
357020141242673320,6-12-01-04-027-50,6-12-01-04-999-01,15.03.2021 16:49:31,15.03.2021 16:49:57
357020141243118653,6-12-03-02-999-01,6-12-01-10-999-01,15.03.2021 16:49:38,15.03.2021 16:51:01
357020141243118912,6-13-03-01-999-01,6-13-01-03-998-01,15.03.2021 16:49:48,15.03.2021 16:51:55
357020141243101280,6-13-01-27-999-01,6-13-01-27-023-40,15.03.2021 16:49:52,15.03.2021 16:49:54
357020141243091314,6-12-01-23-998-01,6-12-01-23-032-40,15.03.2021 16:49:57,15.03.2021 16:50:37
357020141243117120,6-12-03-04-920-01,6-12-80-90-043-01,15.03.2021 16:49:58,15.03.2021 16:50:03
357020141243114471,6-12-03-04-920-01,6-12-80-90-043-01,15.03.2021 16:50:08,15.03.2021 16:50:09
357020141243116802,6-12-03-04-921-01,6-12-80-90-045-01,15.03.2021 16:50:09,15.03.2021 16:50:34
357020141243105912,6-02-20-01-074-01,6-12-01-06-998-01,15.03.2021 16:50:29,15.03.2021 16:51:30
357020141243101419,6-13-01-27-999-01,6-13-01-27-027-40,15.03.2021 16:50:33,15.03.2021 16:51:20
357020141242518836,6-12-01-04-033-50,6-12-01-04-999-01,15.03.2021 16:50:35,15.03.2021 16:51:02
357020141243115805,6-12-03-04-921-01,6-12-80-90-045-01,15.03.2021 16:50:36,15.03.2021 16:50:38
357020141243090454,6-12-01-23-998-01,6-12-01-23-036-40,15.03.2021 16:51:05,15.03.2021 16:51:43
357020141243118547,6-12-03-04-920-01,6-12-80-90-043-01,15.03.2021 16:51:06,15.03.2021 16:51:14
357020141243118646,6-12-03-02-999-01,6-12-01-10-999-01,15.03.2021 16:51:07,15.03.2021 16:51:11
357020141243118028,6-12-03-04-920-01,6-12-80-90-043-01,15.03.2021 16:51:17,15.03.2021 16:51:18
357020141243110879,6-02-20-01-074-01,6-12-01-06-998-01,15.03.2021 16:51:32,15.03.2021 16:51:34
357020141243101457,6-13-01-27-999-01,6-13-01-27-029-30,15.03.2021 16:51:40,15.03.2021 16:52:43
357020141219635658,6-12-01-11-888-01,6-12-01-11-888-01,15.03.2021 16:51:42,15.03.2021 16:51:44
357020141243118776,6-13-03-01-999-01,6-13-01-03-998-01,15.03.2021 16:51:56,15.03.2021 16:52:01
357020141222117363,6-12-01-05-029-30,6-12-01-05-999-01,15.03.2021 16:52:01,15.03.2021 16:52:26
357020141242225086,6-12-44-15-999-01,6-12-44-15-999-01,15.03.2021 16:52:01,15.03.2021 16:52:25
357020141242222238,6-12-44-15-999-01,6-12-44-15-999-01,15.03.2021 16:52:27,15.03.2021 16:52:29
357020141242959615,6-13-01-01-999-01,6-13-01-01-999-01,15.03.2021 16:52:38,15.03.2021 16:52:41
357020141243080325,6-13-01-01-998-01,6-13-01-01-998-01,15.03.2021 16:52:43,15.03.2021 16:52:46
357020141243079589,6-13-01-01-998-01,6-13-01-01-998-01,15.03.2021 16:52:48,15.03.2021 16:52:50
357020141243117410,6-02-03-05-918-01,6-02-80-90-008-01,15.03.2021 16:52:49,15.03.2021 16:52:50
357020141243118936,6-02-03-05-918-01,6-02-80-90-008-01,15.03.2021 16:52:51,15.03.2021 16:52:54
357020141243081230,6-13-01-27-999-01,6-13-01-27-027-50,15.03.2021 16:52:54,15.03.2021 16:53:25
357020141243086198,6-13-01-01-998-01,6-13-01-01-998-01,15.03.2021 16:52:55,15.03.2021 16:52:57
357020141243086143,6-13-01-01-998-01,6-13-01-01-998-01,15.03.2021 16:52:58,15.03.2021 16:53:00
357020141238179522,6-12-01-05-047-10,6-12-01-05-999-01,15.03.2021 16:53:05,15.03.2021 16:53:31
357020141243078568,6-13-01-02-998-01,6-13-01-02-998-01,15.03.2021 16:53:07,15.03.2021 16:53:14
357020141243078490,6-13-01-02-998-01,6-13-01-02-998-01,15.03.2021 16:53:15,15.03.2021 16:53:17
357020141243028891,6-13-01-02-998-01,6-13-01-02-998-01,15.03.2021 16:53:19,15.03.2021 16:53:22
357020141242959141,6-13-01-02-998-01,6-13-01-02-998-01,15.03.2021 16:53:24,15.03.2021 16:53:26
357020141231920220,6-13-66-12-999-01,6-13-66-12-999-01,15.03.2021 16:53:30,15.03.2021 16:53:34
357020141243117182,6-13-01-03-999-01,6-13-01-03-999-01,15.03.2021 16:53:43,15.03.2021 16:53:46
357020141243117359,6-13-01-03-999-01,6-13-01-03-999-01,15.03.2021 16:53:47,15.03.2021 16:53:49
357020141243106551,6-13-01-03-999-01,6-13-01-03-999-01,15.03.2021 16:53:50,15.03.2021 16:53:52
357020141243106278,6-13-01-03-999-01,6-13-01-03-999-01,15.03.2021 16:53:54,15.03.2021 16:53:55
357020141243111920,6-12-03-02-997-01,6-13-01-03-998-01,15.03.2021 16:53:57,15.03.2021 16:54:01
357020141243111807,6-13-01-03-998-01,6-13-01-03-998-01,15.03.2021 16:54:03,15.03.2021 16:54:04
357020141243118776,6-13-01-03-998-01,6-13-01-03-998-01,15.03.2021 16:54:05,15.03.2021 16:54:07
357020141243118912,6-13-01-03-998-01,6-13-01-03-998-01,15.03.2021 16:54:09,15.03.2021 16:54:11
357020141238952781,6-13-01-06-998-01,6-13-01-06-998-01,15.03.2021 16:54:22,15.03.2021 16:54:24
357020141243034335,6-13-01-07-999-01,6-13-01-07-999-01,15.03.2021 16:54:29,15.03.2021 16:54:31
357020141243068453,6-13-01-07-999-01,6-13-01-07-999-01,15.03.2021 16:54:32,15.03.2021 16:54:34
357020141243055118,6-13-01-07-999-01,6-13-01-07-999-01,15.03.2021 16:54:35,15.03.2021 16:54:37
357020141243054661,6-13-01-07-999-01,6-13-01-07-999-01,15.03.2021 16:54:38,15.03.2021 16:54:40
357020141242912863,6-13-01-07-998-01,6-13-01-07-998-01,15.03.2021 16:54:41,15.03.2021 16:54:43
357020141242912214,6-13-01-07-998-01,6-13-01-07-998-01,15.03.2021 16:54:45,15.03.2021 16:54:47
357020141237296664,6-12-01-06-016-50,6-12-01-06-999-01,15.03.2021 16:54:46,15.03.2021 16:55:12
357020141242995675,6-13-01-07-998-01,6-13-01-07-998-01,15.03.2021 16:54:48,15.03.2021 16:54:50
357020141242096327,6-12-01-08-043-22,6-12-01-08-999-01,15.03.2021 16:54:50,15.03.2021 16:55:23
357020141242962462,6-13-01-07-998-01,6-13-01-07-998-01,15.03.2021 16:54:51,15.03.2021 16:54:53
357020141240645398,6-13-01-28-018-70,6-13-01-28-888-01,15.03.2021 16:54:52,15.03.2021 16:55:47
357020141243015273,6-13-01-08-999-01,6-13-01-08-999-01,15.03.2021 16:55:01,15.03.2021 16:55:03
357020141243015938,6-13-01-08-999-01,6-13-01-08-999-01,15.03.2021 16:55:05,15.03.2021 16:55:06
