vhu,source,destination,started_at,completed_at
357020141243571861,6-12-80-80-033-01,6-12-01-12-999-01,16.03.2021 13:19:45,16.03.2021 13:19:47
357020141243639998,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:19:47,16.03.2021 13:19:47
357020141243570277,6-13-01-01-998-01,6-13-01-01-998-01,16.03.2021 13:19:48,16.03.2021 13:20:47
357020141243608598,6-12-20-03-999-01,6-12-20-03-999-01,16.03.2021 13:19:49,16.03.2021 13:20:09
357020141243640789,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:19:49,16.03.2021 13:19:49
357020141243622945,6-02-20-01-012-01,SPE_03,16.03.2021 13:19:50,16.03.2021 13:20:01
357020141242034121,6-13-01-18-048-23,6-13-01-18-888-01,16.03.2021 13:19:51,16.03.2021 13:20:16
357020141243603081,6-02-01-06-888-01,6-02-01-06-068-40,16.03.2021 13:19:53,16.03.2021 13:19:55
357020141241770839,6-12-01-07-999-01,LPE_14,16.03.2021 13:19:55,16.03.2021 13:19:58
357020141197102517,6-12-20-02-075-01,6-12-20-02-075-01,16.03.2021 13:19:58,16.03.2021 13:20:00
357020141235147227,6-12-01-06-999-01,LPE_14,16.03.2021 13:20:00,16.03.2021 13:20:02
357020141235162046,6-12-01-31-051-10,6-12-01-31-999-01,16.03.2021 13:20:00,16.03.2021 13:20:29
357020141243620583,6-02-20-01-013-01,SPE_03,16.03.2021 13:20:03,16.03.2021 13:20:07
357020141240803965,6-12-01-06-999-01,LPE_14,16.03.2021 13:20:04,16.03.2021 13:20:07
357020141243622945,SPE_03,6-02-01-14-999-01,16.03.2021 13:20:08,16.03.2021 13:21:17
357020141243627575,6-02-01-06-888-01,6-02-01-06-058-50,16.03.2021 13:20:20,16.03.2021 13:21:07
357020141243642721,SPE_24,U_CZ8MARSE,16.03.2021 13:20:20,16.03.2021 13:22:24
357020141243625069,6-12-20-03-233-01,SPE_19,16.03.2021 13:20:21,16.03.2021 13:20:27
357020141243595294,6-13-08-03-888-01,6-13-01-14-998-01,16.03.2021 13:20:22,16.03.2021 13:20:44
357020141243622303,6-12-20-03-234-01,6-12-20-03-234-01,16.03.2021 13:20:24,16.03.2021 13:20:28
357020141243626608,6-12-20-03-233-01,SPE_19,16.03.2021 13:20:30,16.03.2021 13:20:38
357020141243620934,SPE_36,6-13-77-23-999-01,16.03.2021 13:20:31,16.03.2021 13:21:45
357020141243615923,6-12-20-03-231-01,6-12-20-03-999-01,16.03.2021 13:20:33,16.03.2021 13:21:04
357020141243625069,SPE_19,6-12-44-05-999-01,16.03.2021 13:20:39,16.03.2021 13:22:29
357020141243570277,6-13-01-01-998-01,6-13-01-01-998-01,16.03.2021 13:20:53,16.03.2021 13:20:56
357020141095086490,6-12-20-02-075-01,6-02-20-01-999-01,16.03.2021 13:21:08,16.03.2021 13:21:12
357020141243000262,6-13-01-01-998-01,6-13-01-01-046-10,16.03.2021 13:21:11,16.03.2021 13:21:52
357020141243622334,6-12-20-03-235-01,6-12-20-03-999-01,16.03.2021 13:21:12,16.03.2021 13:22:43
357020141095086490,6-02-20-01-999-01,6-02-20-01-999-01,16.03.2021 13:21:15,16.03.2021 13:21:21
357020141216497488,6-13-01-19-049-60,6-13-01-19-999-01,16.03.2021 13:21:19,16.03.2021 13:21:55
357020141243620583,SPE_03,6-02-01-14-999-01,16.03.2021 13:21:19,16.03.2021 13:21:24
357020141243643322,6-02-03-06-999-01,6-02-01-06-888-01,16.03.2021 13:21:24,16.03.2021 13:22:44
357020141243643322,6-02-03-06-999-01,6-02-01-06-888-01,16.03.2021 13:21:24,16.03.2021 13:22:44
357020141238844635,6-12-01-33-015-20,6-12-01-33-999-01,16.03.2021 13:21:44,16.03.2021 13:22:08
357020141243634566,6-02-20-01-015-01,SPE_03,16.03.2021 13:22:02,16.03.2021 13:22:05
357020141243634245,6-12-03-04-928-01,6-12-80-90-038-01,16.03.2021 13:22:02,16.03.2021 13:22:03
357020141243626745,6-12-03-04-928-01,6-12-80-90-038-01,16.03.2021 13:22:06,16.03.2021 13:22:08
357020141243635310,6-02-20-01-011-01,SPE_41,16.03.2021 13:22:08,16.03.2021 13:22:40
357020141243634344,6-02-20-01-014-01,6-02-11-10-026-01,16.03.2021 13:22:12,16.03.2021 13:23:41
357020141242302909,6-13-01-09-999-01,6-13-66-12-999-01,16.03.2021 13:22:17,16.03.2021 13:23:01
357020141243519634,6-13-01-01-998-01,6-13-01-01-030-50,16.03.2021 13:22:25,16.03.2021 13:22:50
357020141243626608,SPE_19,6-12-44-05-999-01,16.03.2021 13:22:35,16.03.2021 13:22:38
357020141243625069,6-12-44-05-999-01,6-12-44-05-999-01,16.03.2021 13:22:40,16.03.2021 13:22:44
357020141243635693,6-02-20-01-011-01,6-02-22-20-026-01,16.03.2021 13:22:42,16.03.2021 13:24:12
357020141243621696,6-12-20-03-233-01,6-12-20-03-999-01,16.03.2021 13:22:45,16.03.2021 13:23:25
357020141243603425,6-02-01-06-888-01,6-02-01-06-069-20,16.03.2021 13:22:57,16.03.2021 13:22:59
357020141243633262,6-13-20-02-022-01,6-13-20-02-022-01,16.03.2021 13:23:00,16.03.2021 13:23:02
357020141243571861,6-12-01-12-999-01,6-12-44-40-020-01,16.03.2021 13:23:04,16.03.2021 13:23:10
357020141243633200,6-13-20-02-021-01,6-13-20-02-021-01,16.03.2021 13:23:06,16.03.2021 13:23:08
357020141243570277,6-13-01-01-998-01,SPE_36,16.03.2021 13:23:06,16.03.2021 13:23:10
357020141243633262,6-13-20-02-022-01,6-13-77-22-999-01,16.03.2021 13:23:10,16.03.2021 13:25:01
357020141243570710,6-13-01-01-998-01,6-12-20-02-075-01,16.03.2021 13:23:12,16.03.2021 13:24:15
357020141243642059,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:23:16,16.03.2021 13:23:45
357020141239565102,6-12-01-29-036-20,6-12-01-25-998-01,16.03.2021 13:23:21,16.03.2021 13:24:33
357020141243072092,6-13-80-80-029-01,6-12-01-03-888-01,16.03.2021 13:23:21,16.03.2021 13:23:25
357020141243625335,6-12-20-03-234-01,SPE_12,16.03.2021 13:23:27,16.03.2021 13:24:10
357020141243604439,6-12-20-03-999-01,6-12-20-03-999-01,16.03.2021 13:23:28,16.03.2021 13:24:58
357020141237507692,6-12-01-05-889-01,6-12-01-05-889-01,16.03.2021 13:23:30,16.03.2021 13:23:33
357020141239507010,6-12-01-06-889-01,6-12-01-06-889-01,16.03.2021 13:23:35,16.03.2021 13:23:36
357020141243643827,6-02-01-18-999-01,6-02-01-18-999-01,16.03.2021 13:23:36,16.03.2021 13:23:40
357020141243634566,SPE_03,6-02-11-10-025-01,16.03.2021 13:23:44,16.03.2021 13:23:48
357020141243642592,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:23:48,16.03.2021 13:23:50
357020141219635672,6-12-01-11-888-01,6-12-01-11-888-01,16.03.2021 13:23:48,16.03.2021 13:23:50
357020141228700507,6-12-01-11-888-01,6-12-01-11-888-01,16.03.2021 13:23:53,16.03.2021 13:23:54
357020141240260928,6-12-01-08-999-01,LPE_14,16.03.2021 13:23:55,16.03.2021 13:23:59
357020141240305308,6-12-01-08-999-01,LPE_14,16.03.2021 13:24:01,16.03.2021 13:24:04
357020141243197245,6-12-01-15-888-01,6-12-01-15-888-01,16.03.2021 13:24:02,16.03.2021 13:24:15
357020141243642301,6-13-03-01-999-01,6-13-01-03-998-01,16.03.2021 13:24:04,16.03.2021 13:24:07
357020141243620507,6-12-20-03-231-01,6-12-20-03-999-01,16.03.2021 13:24:10,16.03.2021 13:24:54
357020141243630049,6-12-20-03-234-01,6-12-01-01-998-01,16.03.2021 13:24:11,16.03.2021 13:24:41
357020141243570710,6-12-20-02-075-01,6-12-20-02-075-01,16.03.2021 13:24:16,16.03.2021 13:24:18
357020141243166029,6-12-01-16-889-01,6-12-01-16-889-01,16.03.2021 13:24:18,16.03.2021 13:24:21
357020141243570277,SPE_36,6-12-20-02-075-01,16.03.2021 13:24:19,16.03.2021 13:24:21
357020141242987465,6-12-01-17-889-01,6-12-01-17-889-01,16.03.2021 13:24:30,16.03.2021 13:24:32
357020141243623492,6-02-20-01-012-01,6-02-20-01-012-01,16.03.2021 13:24:34,16.03.2021 13:24:36
357020141243638007,6-02-20-01-012-01,6-02-20-01-012-01,16.03.2021 13:24:39,16.03.2021 13:24:42
357020141243621481,6-02-20-01-013-01,SPE_03,16.03.2021 13:24:44,16.03.2021 13:24:48
357020141243615503,6-13-08-03-888-01,6-13-01-24-999-01,16.03.2021 13:24:45,16.03.2021 13:24:49
357020141243644879,SPE_14,6-13-01-08-998-01,16.03.2021 13:24:50,16.03.2021 13:26:14
357020141243616289,6-13-08-03-888-01,6-13-01-24-999-01,16.03.2021 13:24:51,16.03.2021 13:24:54
357020141243623492,6-02-20-01-012-01,6-02-01-14-999-01,16.03.2021 13:24:52,16.03.2021 13:26:19
357020141243633606,6-12-20-03-234-01,6-12-20-03-999-01,16.03.2021 13:25:00,16.03.2021 13:25:23
357020141243630124,6-12-20-03-232-01,6-12-44-03-999-01,16.03.2021 13:25:02,16.03.2021 13:26:02
357020141243571885,6-12-01-12-999-01,6-12-33-30-018-01,16.03.2021 13:25:05,16.03.2021 13:25:12
357020141243622303,6-12-20-03-234-01,6-12-20-03-999-01,16.03.2021 13:25:07,16.03.2021 13:26:38
357020141243645418,6-02-01-15-080-10,6-02-01-15-999-01,16.03.2021 13:25:07,16.03.2021 13:25:53
357020141243637499,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:25:10,16.03.2021 13:25:17
357020141241675417,6-12-01-25-018-20,6-12-01-25-999-01,16.03.2021 13:25:14,16.03.2021 13:25:56
357020141243634726,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:25:20,16.03.2021 13:25:23
357020141243602374,6-12-08-01-888-01,6-12-55-50-005-01,16.03.2021 13:25:21,16.03.2021 13:25:25
357020141243631374,6-12-20-03-232-01,6-12-20-03-999-01,16.03.2021 13:25:29,16.03.2021 13:26:00
357020141240305308,LPE_14,6-12-03-80-040-01,16.03.2021 13:25:44,16.03.2021 13:25:46
357020141243640628,6-13-01-02-998-01,6-13-01-02-022-40,16.03.2021 13:25:47,16.03.2021 13:27:15
357020141240260928,LPE_14,6-12-03-80-040-01,16.03.2021 13:25:48,16.03.2021 13:25:49
357020141243625335,SPE_12,6-12-44-02-999-01,16.03.2021 13:26:05,16.03.2021 13:26:55
357020141243618672,6-13-08-03-888-01,SPE_21,16.03.2021 13:26:12,16.03.2021 13:26:19
357020141243632494,6-12-20-03-232-01,6-12-20-03-999-01,16.03.2021 13:26:14,16.03.2021 13:27:00
357020141243644855,6-13-03-01-998-01,6-13-01-08-998-01,16.03.2021 13:26:16,16.03.2021 13:26:19
357020141243621481,SPE_03,6-02-01-14-999-01,16.03.2021 13:26:23,16.03.2021 13:26:25
357020141243619747,6-13-08-03-888-01,SPE_21,16.03.2021 13:26:29,16.03.2021 13:27:30
357020141243572318,6-13-08-01-888-01,6-13-08-01-888-01,16.03.2021 13:26:30,16.03.2021 13:27:06
357020141243643599,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:26:33,16.03.2021 13:26:53
357020141243620125,6-12-20-03-234-01,6-12-20-03-999-01,16.03.2021 13:26:40,16.03.2021 13:26:54
357020141243644282,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:26:55,16.03.2021 13:26:59
357020141243638427,6-02-20-01-013-01,6-02-11-10-024-01,16.03.2021 13:27:12,16.03.2021 13:28:27
357020141243646316,6-13-03-01-998-01,6-12-20-02-075-01,16.03.2021 13:27:14,16.03.2021 13:29:27
357020141242492716,6-13-01-13-025-60,6-13-01-13-889-01,16.03.2021 13:27:22,16.03.2021 13:28:01
357020141243573582,6-12-08-01-888-01,6-12-01-28-998-01,16.03.2021 13:27:24,16.03.2021 13:28:56
357020141243643605,6-12-03-04-908-01,6-12-80-90-038-01,16.03.2021 13:27:24,16.03.2021 13:29:23
357020141243619747,SPE_21,6-13-01-30-999-01,16.03.2021 13:27:40,16.03.2021 13:27:43
357020141243639394,6-02-20-01-074-01,6-13-01-08-998-01,16.03.2021 13:27:43,16.03.2021 13:29:20
357020141243618672,SPE_21,6-13-01-30-999-01,16.03.2021 13:27:45,16.03.2021 13:27:48
357020141243640239,6-13-01-02-998-01,6-13-01-02-030-70,16.03.2021 13:27:45,16.03.2021 13:28:29
357020141243570130,6-13-08-01-888-01,6-13-08-01-888-01,16.03.2021 13:27:48,16.03.2021 13:27:52
357020141243624376,6-12-03-02-083-01,6-12-01-08-999-01,16.03.2021 13:27:49,16.03.2021 13:29:35
357020141243639660,6-12-20-03-234-01,SPE_39,16.03.2021 13:27:49,16.03.2021 13:28:15
357020141243624376,6-12-03-02-083-01,6-12-01-08-999-01,16.03.2021 13:27:49,16.03.2021 13:29:35
357020141243635129,6-12-20-03-234-01,6-12-44-01-999-01,16.03.2021 13:28:16,16.03.2021 13:29:24
357020141243634641,6-13-20-02-021-01,SPE_25,16.03.2021 13:28:18,16.03.2021 13:28:31
357020141243632500,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:28:28,16.03.2021 13:28:40
357020141243544643,6-13-08-03-888-01,SPE_21,16.03.2021 13:28:35,16.03.2021 13:28:39
357020141243631787,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:28:42,16.03.2021 13:28:43
357020141243647474,6-02-01-17-022-50,6-02-01-17-999-01,16.03.2021 13:28:51,16.03.2021 13:29:24
357020141243593436,6-13-08-03-888-01,6-12-04-12-043-04,16.03.2021 13:28:52,16.03.2021 13:30:29
357020141243623249,6-13-01-02-998-01,6-13-01-02-052-60,16.03.2021 13:28:59,16.03.2021 13:29:36
357020141243641687,6-12-03-04-908-01,6-12-80-90-038-01,16.03.2021 13:29:26,16.03.2021 13:29:27
357020141243640369,6-12-08-01-888-01,6-12-08-01-888-01,16.03.2021 13:29:28,16.03.2021 13:29:33
357020141243643506,6-12-08-01-888-01,6-13-01-21-998-01,16.03.2021 13:29:35,16.03.2021 13:31:43
357020141243641502,6-12-03-02-083-01,6-12-01-08-999-01,16.03.2021 13:29:37,16.03.2021 13:29:40
357020141243639660,SPE_39,6-12-44-29-999-01,16.03.2021 13:29:39,16.03.2021 13:30:07
357020141243624376,6-12-01-08-999-01,6-12-01-08-999-01,16.03.2021 13:29:42,16.03.2021 13:29:45
357020141243632555,6-13-08-01-888-01,6-13-01-07-056-21,16.03.2021 13:29:46,16.03.2021 13:29:58
357020141243592040,6-13-01-12-998-01,6-13-01-12-050-50,16.03.2021 13:29:59,16.03.2021 13:30:02
357020141243632203,6-13-08-01-888-01,6-13-01-07-055-21,16.03.2021 13:30:00,16.03.2021 13:30:03
357020141243642462,6-12-03-01-333-01,6-12-20-03-276-01,16.03.2021 13:30:02,16.03.2021 13:30:04
357020141243621405,6-13-01-02-998-01,6-13-01-02-035-60,16.03.2021 13:30:10,16.03.2021 13:30:56
357020141243572318,6-13-08-01-888-01,6-12-04-09-021-10,16.03.2021 13:30:11,16.03.2021 13:31:20
357020141243648198,6-02-01-17-044-22,6-02-01-17-999-01,16.03.2021 13:30:15,16.03.2021 13:30:49
357020141243648075,SPE_14,6-13-01-13-999-01,16.03.2021 13:30:22,16.03.2021 13:31:24
357020141243544643,SPE_21,6-12-04-12-039-05,16.03.2021 13:30:50,16.03.2021 13:30:54
357020141243626974,6-12-20-02-075-01,6-02-01-06-888-01,16.03.2021 13:30:54,16.03.2021 13:31:46
357020141243631244,6-12-20-03-233-01,SPE_12,16.03.2021 13:30:58,16.03.2021 13:31:14
357020141243632494,6-12-20-03-999-01,6-12-20-03-999-01,16.03.2021 13:31:03,16.03.2021 13:31:57
357020141243546937,6-13-01-12-998-01,6-13-01-12-050-21,16.03.2021 13:31:10,16.03.2021 13:31:11
357020141243637673,6-12-20-03-233-01,6-12-20-03-999-01,16.03.2021 13:31:16,16.03.2021 13:31:47
357020141243630414,6-12-20-03-235-01,6-12-44-06-999-01,16.03.2021 13:31:25,16.03.2021 13:33:28
357020141243623768,6-12-20-03-231-01,SPE_19,16.03.2021 13:31:26,16.03.2021 13:31:44
357020141243559029,6-13-01-02-999-01,6-13-01-02-031-30,16.03.2021 13:31:43,16.03.2021 13:34:05
357020141243595201,6-13-01-12-999-01,6-13-01-12-041-50,16.03.2021 13:31:44,16.03.2021 13:32:28
357020141243631336,6-12-20-03-235-01,6-12-44-12-999-01,16.03.2021 13:31:45,16.03.2021 13:34:00
357020141243640369,6-12-08-01-888-01,6-13-01-21-998-01,16.03.2021 13:31:45,16.03.2021 13:31:50
357020141243626905,6-12-20-02-075-01,6-02-01-06-888-01,16.03.2021 13:31:49,16.03.2021 13:31:50
357020141243629739,6-12-20-03-231-01,6-12-44-40-028-01,16.03.2021 13:31:55,16.03.2021 13:33:57
357020141243631374,6-12-20-03-999-01,6-12-20-03-999-01,16.03.2021 13:32:01,16.03.2021 13:32:13
357020141243645593,6-13-08-01-888-01,6-13-01-03-999-01,16.03.2021 13:32:14,16.03.2021 13:34:30
357020141243631244,SPE_12,6-12-44-30-999-01,16.03.2021 13:32:23,16.03.2021 13:34:04
357020141243623478,6-12-03-04-910-01,6-12-80-90-046-01,16.03.2021 13:32:24,16.03.2021 13:33:01
357020141243648785,6-12-03-02-999-01,6-12-20-02-075-01,16.03.2021 13:32:33,16.03.2021 13:34:12
357020141243649386,6-02-01-07-032-50,6-02-01-07-999-01,16.03.2021 13:32:35,16.03.2021 13:33:13
357020141243621542,6-12-03-02-088-01,6-12-01-06-999-01,16.03.2021 13:32:54,16.03.2021 13:34:23
357020141243641564,6-12-03-04-910-01,6-12-80-90-046-01,16.03.2021 13:33:03,16.03.2021 13:33:05
357020141243638199,6-13-03-03-904-01,6-13-80-90-023-01,16.03.2021 13:33:12,16.03.2021 13:33:15
357020141243649515,6-02-03-05-999-01,6-02-01-06-888-01,16.03.2021 13:33:14,16.03.2021 13:34:17
357020141243635044,6-13-03-03-904-01,6-13-80-90-023-01,16.03.2021 13:33:17,16.03.2021 13:33:19
357020141243609779,6-13-01-12-999-01,6-13-01-12-023-60,16.03.2021 13:33:31,16.03.2021 13:33:33
357020141205872654,6-12-01-24-043-60,6-12-01-24-889-01,16.03.2021 13:33:35,16.03.2021 13:34:51
357020141243638557,6-12-03-04-921-01,6-12-80-90-047-01,16.03.2021 13:33:36,16.03.2021 13:34:09
357020141243594143,6-13-08-03-888-01,6-13-01-28-999-01,16.03.2021 13:33:52,16.03.2021 13:33:56
357020141243594525,6-13-08-03-888-01,6-13-01-28-999-01,16.03.2021 13:33:57,16.03.2021 13:34:01
357020141243623768,SPE_19,6-12-44-40-027-01,16.03.2021 13:33:58,16.03.2021 13:34:02
357020141243635464,6-12-03-04-921-01,6-12-80-90-047-01,16.03.2021 13:34:10,16.03.2021 13:34:12
357020141243646309,6-12-03-04-908-01,6-12-03-04-888-01,16.03.2021 13:34:12,16.03.2021 13:34:14
357020141243602794,6-13-08-03-888-01,6-13-88-80-036-01,16.03.2021 13:34:13,16.03.2021 13:34:52
357020141243649126,6-12-03-02-999-01,6-12-20-02-075-01,16.03.2021 13:34:14,16.03.2021 13:34:15
357020141243644763,6-12-03-04-908-01,6-12-03-04-888-01,16.03.2021 13:34:19,16.03.2021 13:34:22
357020141243621542,6-12-01-06-999-01,6-12-01-06-998-01,16.03.2021 13:34:27,16.03.2021 13:34:32
357020141243648860,6-12-03-04-909-01,6-12-80-90-047-01,16.03.2021 13:34:28,16.03.2021 13:34:45
357020141243559067,6-13-01-02-999-01,6-13-01-02-027-60,16.03.2021 13:34:28,16.03.2021 13:35:09
357020141243633286,6-12-03-02-088-01,6-12-01-06-998-01,16.03.2021 13:34:34,16.03.2021 13:34:38
357020141243603104,6-13-01-12-999-01,6-13-01-12-045-22,16.03.2021 13:34:36,16.03.2021 13:34:38
357020141243631077,6-12-20-03-232-01,6-12-01-01-998-01,16.03.2021 13:34:43,16.03.2021 13:35:09
357020141243646194,6-12-03-04-909-01,6-12-80-90-047-01,16.03.2021 13:34:47,16.03.2021 13:34:48
357020141243608437,6-02-01-06-888-01,6-02-01-06-063-30,16.03.2021 13:34:48,16.03.2021 13:35:27
357020141243640307,6-12-03-04-908-01,6-12-03-04-887-01,16.03.2021 13:34:55,16.03.2021 13:35:08
357020141243650429,6-02-01-10-031-70,6-02-01-10-999-01,16.03.2021 13:34:55,16.03.2021 13:35:38
357020141243633606,6-12-20-03-999-01,6-12-20-03-999-01,16.03.2021 13:34:58,16.03.2021 13:35:57
357020141243601490,6-13-08-03-888-01,SPE_21,16.03.2021 13:35:01,16.03.2021 13:35:06
357020141243648884,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:35:11,16.03.2021 13:35:14
357020141243638540,6-12-03-04-908-01,6-12-03-04-887-01,16.03.2021 13:35:11,16.03.2021 13:35:12
357020141243639172,6-12-20-02-075-01,6-02-01-06-888-01,16.03.2021 13:35:18,16.03.2021 13:36:08
357020141243648112,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:35:22,16.03.2021 13:35:24
357020141243650610,6-12-03-03-999-01,6-13-01-18-998-01,16.03.2021 13:35:29,16.03.2021 13:38:03
357020141242069901,6-13-01-25-046-10,6-13-01-25-889-01,16.03.2021 13:35:32,16.03.2021 13:36:01
357020141243638847,6-12-20-03-233-01,6-12-44-40-021-01,16.03.2021 13:35:33,16.03.2021 13:37:37
357020141243650689,SPE_21,SPE_21,16.03.2021 13:35:38,16.03.2021 13:35:42
357020141243631398,6-12-20-03-235-01,SPE_39,16.03.2021 13:35:39,16.03.2021 13:36:06
357020141243645593,6-13-01-03-999-01,6-13-01-03-999-01,16.03.2021 13:35:48,16.03.2021 13:35:51
357020141243571632,6-13-08-01-888-01,6-13-01-03-999-01,16.03.2021 13:35:53,16.03.2021 13:35:56
357020141243640697,6-12-20-03-232-01,SPE_24,16.03.2021 13:35:56,16.03.2021 13:36:38
357020141243631718,6-13-08-01-888-01,6-13-01-03-999-01,16.03.2021 13:35:59,16.03.2021 13:36:00
357020141243637673,6-12-20-03-999-01,6-12-20-03-999-01,16.03.2021 13:35:59,16.03.2021 13:36:34
357020141240706112,6-12-01-10-056-40,6-12-01-10-998-01,16.03.2021 13:36:00,16.03.2021 13:36:29
357020141243632999,6-13-08-01-888-01,6-13-01-03-999-01,16.03.2021 13:36:04,16.03.2021 13:36:06
357020141243480019,6-13-01-02-999-01,6-13-01-02-041-60,16.03.2021 13:36:07,16.03.2021 13:36:51
357020141243638106,6-12-20-03-235-01,SPE_39,16.03.2021 13:36:08,16.03.2021 13:36:29
357020141243639110,6-12-20-02-075-01,6-02-01-06-888-01,16.03.2021 13:36:10,16.03.2021 13:36:12
357020141243648075,6-13-01-13-999-01,6-13-01-13-025-60,16.03.2021 13:36:12,16.03.2021 13:36:14
357020141243635587,6-12-20-03-232-01,SPE_24,16.03.2021 13:36:24,16.03.2021 13:36:42
357020141243647177,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:36:27,16.03.2021 13:36:35
357020141243651068,6-02-01-10-047-30,6-02-01-10-999-01,16.03.2021 13:36:28,16.03.2021 13:37:08
357020141219433292,6-12-01-11-013-30,6-12-01-11-998-01,16.03.2021 13:36:36,16.03.2021 13:37:02
357020141243620507,6-12-20-03-999-01,6-12-20-03-999-01,16.03.2021 13:36:37,16.03.2021 13:37:05
357020141243646606,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:36:37,16.03.2021 13:36:38
357020141235155451,6-12-01-18-999-01,LPE_14,16.03.2021 13:36:54,16.03.2021 13:36:57
357020141243650689,SPE_21,6-13-01-29-999-01,16.03.2021 13:36:56,16.03.2021 13:36:59
357020141243570277,6-12-20-02-075-01,6-02-01-06-888-01,16.03.2021 13:36:59,16.03.2021 13:37:40
357020141240060153,6-12-01-18-999-01,LPE_14,16.03.2021 13:36:59,16.03.2021 13:37:02
357020141243601490,SPE_21,6-13-01-29-999-01,16.03.2021 13:37:01,16.03.2021 13:37:05
357020141232914037,6-12-01-10-026-50,6-12-01-10-998-01,16.03.2021 13:37:08,16.03.2021 13:37:31
357020141243072092,6-12-01-03-888-01,6-12-01-03-889-01,16.03.2021 13:37:10,16.03.2021 13:37:23
357020141243647726,6-12-03-04-910-01,6-12-80-90-047-01,16.03.2021 13:37:14,16.03.2021 13:37:40
357020141243591692,6-13-01-13-999-01,6-13-01-13-035-20,16.03.2021 13:37:18,16.03.2021 13:37:20
357020141243649515,6-02-01-06-888-01,6-02-01-06-081-40,16.03.2021 13:37:21,16.03.2021 13:37:23
357020141237507692,6-12-01-05-889-01,LPE_02,16.03.2021 13:37:25,16.03.2021 13:37:30
357020141243533432,6-13-01-02-999-01,6-13-01-02-013-70,16.03.2021 13:37:29,16.03.2021 13:38:21
357020141243541147,6-12-03-03-063-01,6-12-01-10-998-01,16.03.2021 13:37:30,16.03.2021 13:43:43
357020141235164231,6-12-01-23-999-01,LPE_14,16.03.2021 13:37:32,16.03.2021 13:37:35
357020141243543745,6-13-01-13-999-01,6-13-01-13-015-50,16.03.2021 13:37:33,16.03.2021 13:38:18
357020141243635587,SPE_24,SPE_15,16.03.2021 13:37:33,16.03.2021 13:37:46
357020141240870516,6-12-01-23-999-01,LPE_14,16.03.2021 13:37:37,16.03.2021 13:37:40
357020141239507010,6-12-01-06-889-01,LPE_02,16.03.2021 13:37:41,16.03.2021 13:37:43
357020141243645883,6-12-03-04-910-01,6-12-80-90-047-01,16.03.2021 13:37:42,16.03.2021 13:37:45
357020141243570710,6-12-20-02-075-01,6-02-01-06-888-01,16.03.2021 13:37:43,16.03.2021 13:37:45
357020141243631152,6-13-08-01-888-01,6-13-01-05-998-01,16.03.2021 13:37:47,16.03.2021 13:38:45
357020141243651389,6-13-03-02-999-01,6-13-01-13-998-01,16.03.2021 13:37:52,16.03.2021 13:41:08
357020141243651587,6-02-01-10-029-20,6-02-01-10-999-01,16.03.2021 13:37:53,16.03.2021 13:38:27
357020141243571854,6-12-01-12-999-01,6-12-01-12-043-23,16.03.2021 13:37:53,16.03.2021 13:38:49
357020141243632043,6-12-20-03-231-01,6-12-44-17-999-01,16.03.2021 13:37:55,16.03.2021 13:39:16
357020141219433292,6-12-01-11-998-01,6-12-01-11-013-30,16.03.2021 13:37:56,16.03.2021 13:37:57
357020141243645876,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:37:57,16.03.2021 13:38:09
357020141243639974,6-13-03-03-903-01,6-13-80-90-023-01,16.03.2021 13:37:57,16.03.2021 13:38:27
357020141243635587,SPE_15,6-12-33-29-999-01,16.03.2021 13:37:58,16.03.2021 13:38:42
357020141243638106,SPE_39,6-12-44-32-999-01,16.03.2021 13:38:01,16.03.2021 13:38:02
357020141243631398,SPE_39,6-12-44-31-999-01,16.03.2021 13:38:04,16.03.2021 13:38:05
357020141243650641,6-12-03-03-999-01,6-13-01-18-998-01,16.03.2021 13:38:06,16.03.2021 13:38:09
357020141243197245,6-12-01-15-888-01,6-12-01-15-888-01,16.03.2021 13:38:08,16.03.2021 13:38:11
357020141243640284,6-12-20-03-231-01,6-12-44-18-999-01,16.03.2021 13:38:10,16.03.2021 13:39:39
357020141243644923,6-13-03-03-907-01,6-13-80-90-019-01,16.03.2021 13:38:11,16.03.2021 13:38:12
357020141243166029,6-12-01-16-889-01,6-12-01-17-888-01,16.03.2021 13:38:14,16.03.2021 13:38:19
357020141243608475,6-02-01-06-888-01,6-02-01-06-065-30,16.03.2021 13:38:16,16.03.2021 13:38:19
357020141242693038,6-02-01-06-069-30,6-02-01-06-069-30,16.03.2021 13:38:25,16.03.2021 13:38:28
